AID,BAO,TID,SEQLEN,PROTEINCLASS
1432887,BAO_0000219,103167,1104,ion channel
987635,BAO_0000357,237,611,enzyme
511688,BAO_0000357,11291,579,enzyme
686109,BAO_0000357,10919,1154,enzyme
801099,BAO_0000219,10280,445,membrane receptor
539728,BAO_0000357,11269,447,transcription factor
854887,BAO_0000219,56,920,transcription factor
1509212,BAO_0000357,11362,1068,enzyme
1448365,BAO_0000357,104,520,enzyme
803093,BAO_0000219,165,1159,ion channel
792164,BAO_0000019,12780,350,enzyme
396484,BAO_0000357,133,505,transcription factor
1471259,BAO_0000357,104,520,enzyme
450380,BAO_0000357,11,622,enzyme
750098,BAO_0000219,100325,826,transcription factor
539362,BAO_0000219,165,1159,ion channel
1348182,BAO_0000219,10906,635,enzyme
306563,BAO_0000357,10584,144,enzyme
359266,BAO_0000357,11635,672,enzyme
305769,BAO_0000357,10752,756,enzyme
161120,BAO_0000357,11617,683,enzyme
390293,BAO_0000219,100,617,transporter
945278,BAO_0000357,12209,354,enzyme
936844,BAO_0000219,237,611,enzyme
791250,BAO_0000357,104383,477,enzyme
1505205,BAO_0000357,10938,1132,enzyme
752825,BAO_0000019,100875,832,epigenetic regulator
835444,BAO_0000357,170,1141,enzyme
469776,BAO_0000357,125,466,membrane receptor
1467881,BAO_0000019,30013,484,enzyme
457644,BAO_0000357,9,1210,enzyme
969257,BAO_0000019,176,342,membrane receptor
1300219,BAO_0000357,103624,840,epigenetic regulator
874518,BAO_0000219,12252,501,enzyme
490812,BAO_0000357,51,422,membrane receptor
321456,BAO_0000357,157,395,enzyme
510055,BAO_0000219,121,630,transporter
613339,BAO_0000357,11063,337,enzyme
234,BAO_0000357,68,514,enzyme
812377,BAO_0000019,103102,798,enzyme
1465587,BAO_0000357,11225,406,enzyme
463839,BAO_0000219,227,481,membrane receptor
305379,BAO_0000357,13001,660,enzyme
861906,BAO_0000219,11272,223,membrane receptor
456075,BAO_0000357,12697,482,epigenetic regulator
305630,BAO_0000357,12913,1124,enzyme
760468,BAO_0000219,155,620,transporter
215167,BAO_0000019,134,418,membrane receptor
589383,BAO_0000219,100,617,transporter
1454837,BAO_0000357,10044,391,enzyme
1543045,BAO_0000357,11942,431,enzyme
882430,BAO_0000219,87,472,membrane receptor
954177,BAO_0000219,10927,389,membrane receptor
340256,BAO_0000357,11534,331,enzyme
448359,BAO_0000219,130,400,membrane receptor
509567,BAO_0000219,114,326,membrane receptor
1505693,BAO_0000357,157,395,enzyme
321248,BAO_0000357,13000,469,enzyme
304144,BAO_0000357,12622,1132,enzyme
454703,BAO_0000219,10280,445,membrane receptor
965910,BAO_0000357,101014,629,enzyme
1513296,BAO_0000019,102680,444,enzyme
510958,BAO_0000219,259,360,membrane receptor
615552,BAO_0000219,259,360,membrane receptor
748689,BAO_0000219,148,424,membrane receptor
1460096,BAO_0000219,56,920,transcription factor
557939,BAO_0000219,10280,445,membrane receptor
619728,BAO_0000357,104,520,enzyme
334652,BAO_0000219,250,407,membrane receptor
851330,BAO_0000219,100126,766,enzyme
499867,BAO_0000219,252,412,membrane receptor
1465189,BAO_0000357,100097,659,enzyme
513531,BAO_0000219,121,630,transporter
45077,BAO_0000357,15,260,enzyme
658720,BAO_0000357,10258,415,enzyme
799341,BAO_0000357,10612,556,enzyme
818259,BAO_0000357,10331,496,enzyme
799679,BAO_0000219,10849,1124,enzyme
1524156,BAO_0000019,13053,387,enzyme
798534,BAO_0000019,102631,316,enzyme
326623,BAO_0000219,174,530,transcription factor
1526830,BAO_0000357,100855,326,enzyme
469183,BAO_0000357,15,260,enzyme
966432,BAO_0000357,10547,355,membrane receptor
463838,BAO_0000219,107,471,membrane receptor
741505,BAO_0000219,11085,362,membrane receptor
967832,BAO_0000357,126,604,enzyme
750637,BAO_0000219,10627,440,membrane receptor
885082,BAO_0000019,10278,184,enzyme
775393,BAO_0000219,11910,482,enzyme
702782,BAO_0000357,10498,333,enzyme
827650,BAO_0000357,100126,766,enzyme
455315,BAO_0000357,10280,445,membrane receptor
151717,BAO_0000019,251,342,membrane receptor
492827,BAO_0000219,174,530,transcription factor
461019,BAO_0000219,10627,440,membrane receptor
488196,BAO_0000357,237,611,enzyme
1277909,BAO_0000219,20174,395,membrane receptor
698259,BAO_0000357,11177,1044,enzyme
390292,BAO_0000219,121,630,transporter
826610,BAO_0000357,11063,337,enzyme
303206,BAO_0000219,19689,353,membrane receptor
1510859,BAO_0000357,11206,488,epigenetic regulator
794848,BAO_0000019,11242,1052,enzyme
1504108,BAO_0000219,103590,375,epigenetic regulator
510153,BAO_0000219,11541,503,enzyme
1291450,BAO_0000357,10938,1132,enzyme
467931,BAO_0000219,130,400,membrane receptor
429058,BAO_0000357,238,976,enzyme
321355,BAO_0000357,13000,469,enzyme
440843,BAO_0000219,10849,1124,enzyme
1292869,BAO_0000357,12952,459,enzyme
306397,BAO_0000357,11574,350,membrane receptor
582351,BAO_0000357,10188,360,enzyme
716595,BAO_0000219,234,1367,enzyme
820054,BAO_0000219,51,422,membrane receptor
744953,BAO_0000357,11110,467,enzyme
321499,BAO_0000357,194,488,enzyme
493725,BAO_0000357,271,461,transcription factor
454546,BAO_0000357,133,505,transcription factor
571846,BAO_0000219,11206,488,epigenetic regulator
988373,BAO_0000357,13061,435,enzyme
1477171,BAO_0000357,126,604,enzyme
1277677,BAO_0000357,25,777,transcription factor
469184,BAO_0000357,12952,459,enzyme
582553,BAO_0000357,235,267,enzyme
1454280,BAO_0000357,12209,354,enzyme
558279,BAO_0000219,125,466,membrane receptor
556516,BAO_0000357,10434,536,enzyme
498057,BAO_0000219,146,477,membrane receptor
465607,BAO_0000357,12952,459,enzyme
304870,BAO_0000357,12268,492,enzyme
491691,BAO_0000219,250,407,membrane receptor
510547,BAO_0000357,11523,593,enzyme
512776,BAO_0000219,76,503,enzyme
829145,BAO_0000357,12697,482,epigenetic regulator
465771,BAO_0000219,87,472,membrane receptor
491080,BAO_0000357,72,443,membrane receptor
739804,BAO_0000219,25,777,transcription factor
457645,BAO_0000219,9,1210,enzyme
1450411,BAO_0000219,155,620,transporter
458219,BAO_0000219,12840,972,enzyme
477678,BAO_0000357,10517,493,ion channel
515846,BAO_0000357,10498,333,enzyme
1455369,BAO_0000357,96,599,enzyme
1459381,BAO_0000219,11540,1480,ion channel
951591,BAO_0000219,250,407,membrane receptor
32427,BAO_0000219,103,572,membrane receptor
576768,BAO_0000019,20095,465,enzyme
347899,BAO_0000357,100467,500,transporter
823605,BAO_0000219,11512,328,enzyme
1338452,BAO_0000219,100974,655,transporter
139771,BAO_0000219,47,466,membrane receptor
589466,BAO_0000219,280,318,membrane receptor
741504,BAO_0000219,11084,350,membrane receptor
1458487,BAO_0000357,30011,857,enzyme
816380,BAO_0000219,10980,1356,enzyme
620609,BAO_0000219,100126,766,enzyme
750034,BAO_0000219,108,458,membrane receptor
382040,BAO_0000219,72,443,membrane receptor
622957,BAO_0000219,138,370,membrane receptor
699035,BAO_0000219,100010,779,enzyme
832284,BAO_0000219,72,443,membrane receptor
1733,BAO_0000357,105,377,membrane receptor
1510039,BAO_0000357,107671,334,enzyme
857987,BAO_0000357,15,260,enzyme
1513739,BAO_0000219,11451,1390,enzyme
790051,BAO_0000357,12949,508,enzyme
406588,BAO_0000219,52,465,membrane receptor
377986,BAO_0000357,13001,660,enzyme
744157,BAO_0000219,72,443,membrane receptor
976157,BAO_0000357,11060,264,enzyme
470222,BAO_0000357,194,488,enzyme
306190,BAO_0000357,133,505,transcription factor
1504356,BAO_0000219,72,443,membrane receptor
1361474,BAO_0000219,100010,779,enzyme
63842,BAO_0000019,247,442,membrane receptor
1460657,BAO_0000357,11408,464,enzyme
957864,BAO_0000219,10938,1132,enzyme
743625,BAO_0000219,250,407,membrane receptor
303749,BAO_0000219,124,444,membrane receptor
423835,BAO_0000357,12952,459,enzyme
937791,BAO_0000219,11575,374,membrane receptor
828093,BAO_0000219,12697,482,epigenetic regulator
303505,BAO_0000219,100,617,transporter
570761,BAO_0000219,234,1367,enzyme
514688,BAO_0000357,11042,305,enzyme
605689,BAO_0000357,11269,447,transcription factor
651484,BAO_0000219,108,458,membrane receptor
495407,BAO_0000357,6,187,enzyme
631854,BAO_0000221,237,611,enzyme
1335446,BAO_0000357,103167,1104,ion channel
303584,BAO_0000019,90,419,membrane receptor
447340,BAO_0000219,10918,620,enzyme
1462306,BAO_0000357,10009,425,membrane receptor
627007,BAO_0000357,10188,360,enzyme
339825,BAO_0000357,11408,464,enzyme
1460546,BAO_0000357,11242,1052,enzyme
436384,BAO_0000219,278,332,membrane receptor
104363,BAO_0000357,13001,660,enzyme
367038,BAO_0000219,130,400,membrane receptor
863255,BAO_0000219,102753,480,enzyme
302354,BAO_0000357,42,247,enzyme
1511997,BAO_0000357,12576,1070,enzyme
1522244,BAO_0000219,72,443,membrane receptor
1431991,BAO_0000357,11307,1215,epigenetic regulator
819566,BAO_0000357,10839,313,enzyme
553966,BAO_0000219,36,933,transcription factor
376055,BAO_0000219,280,318,membrane receptor
832804,BAO_0000357,12592,707,enzyme
726927,BAO_0000357,100,617,transporter
604539,BAO_0000219,11727,555,enzyme
145264,BAO_0000219,137,380,membrane receptor
1449822,BAO_0000219,72,443,membrane receptor
1350711,BAO_0000357,101079,855,enzyme
1440362,BAO_0000219,11541,503,enzyme
665780,BAO_0000219,259,360,membrane receptor
813440,BAO_0000019,13061,435,enzyme
1451904,BAO_0000357,101412,1119,ion channel
585345,BAO_0000366,11225,406,enzyme
819072,BAO_0000357,165,1159,ion channel
1450853,BAO_0000357,10980,1356,enzyme
458316,BAO_0000357,142,358,membrane receptor
584629,BAO_0000219,10907,603,enzyme
439361,BAO_0000219,280,318,membrane receptor
1462847,BAO_0000219,133,505,transcription factor
1296657,BAO_0000219,11336,445,membrane receptor
965912,BAO_0000357,30036,481,enzyme
625072,BAO_0000357,12952,459,enzyme
616078,BAO_0000219,278,332,membrane receptor
1433266,BAO_0000357,10517,493,ion channel
764539,BAO_0000219,20092,672,transporter
945796,BAO_0000357,165,1159,ion channel
939163,BAO_0000357,30023,1038,enzyme
454294,BAO_0000219,100,617,transporter
555002,BAO_0000357,10980,1356,enzyme
325779,BAO_0000357,11534,331,enzyme
450769,BAO_0000357,10434,536,enzyme
851263,BAO_0000357,11,622,enzyme
800395,BAO_0000219,100126,766,enzyme
451041,BAO_0000357,11206,488,epigenetic regulator
326772,BAO_0000357,11359,809,enzyme
590500,BAO_0000357,129,400,membrane receptor
717694,BAO_0000219,11534,331,enzyme
581595,BAO_0000219,100,617,transporter
605982,BAO_0000357,11269,447,transcription factor
811993,BAO_0000357,165,1159,ion channel
1335160,BAO_0000219,72,443,membrane receptor
659615,BAO_0000357,93,614,enzyme
797754,BAO_0000357,51,422,membrane receptor
446278,BAO_0000357,11,622,enzyme
864704,BAO_0000219,20092,672,transporter
808015,BAO_0000219,13004,503,enzyme
991001,BAO_0000357,11154,582,enzyme
635468,BAO_0000219,43,413,membrane receptor
515430,BAO_0000357,11663,1014,enzyme
1352142,BAO_0000219,87,472,membrane receptor
1447983,BAO_0000357,10532,602,enzyme
349600,BAO_0000357,51,422,membrane receptor
358034,BAO_0000219,12023,398,membrane receptor
792694,BAO_0000357,86,527,enzyme
305747,BAO_0000357,155,620,transporter
974299,BAO_0000357,10656,770,membrane receptor
673999,BAO_0000219,10280,445,membrane receptor
763652,BAO_0000219,137,380,membrane receptor
786347,BAO_0000219,10627,440,membrane receptor
823597,BAO_0000019,13053,387,enzyme
543906,BAO_0000219,12679,350,membrane receptor
490807,BAO_0000357,130,400,membrane receptor
321449,BAO_0000357,11473,824,enzyme
820600,BAO_0000219,10280,445,membrane receptor
1279256,BAO_0000357,12209,354,enzyme
977680,BAO_0000219,48,984,transcription factor
665491,BAO_0000219,50,477,membrane receptor
590923,BAO_0000357,11291,579,enzyme
307277,BAO_0000357,174,530,transcription factor
803863,BAO_0000357,165,1159,ion channel
745441,BAO_0000357,10532,602,enzyme
776318,BAO_0000219,25,777,transcription factor
1278712,BAO_0000219,252,412,membrane receptor
1518801,BAO_0000357,10849,1124,enzyme
772926,BAO_0000219,104,520,enzyme
941936,BAO_0000357,8,1130,enzyme
1455678,BAO_0000219,55,674,enzyme
1292870,BAO_0000357,15,260,enzyme
1464339,BAO_0000219,10599,736,enzyme
698535,BAO_0000219,259,360,membrane receptor
305014,BAO_0000357,100226,377,enzyme
499523,BAO_0000357,20151,898,enzyme
946420,BAO_0000219,259,360,membrane receptor
493012,BAO_0000219,114,326,membrane receptor
613840,BAO_0000357,93,614,enzyme
440426,BAO_0000219,155,620,transporter
494607,BAO_0000357,194,488,enzyme
510054,BAO_0000219,100,617,transporter
795362,BAO_0000219,11082,400,enzyme
1523603,BAO_0000219,103088,501,transporter
552274,BAO_0000357,12738,267,enzyme
388718,BAO_0000357,19905,422,membrane receptor
490135,BAO_0000357,10472,428,membrane receptor
1519320,BAO_0000019,15,260,enzyme
307274,BAO_0000357,174,530,transcription factor
306206,BAO_0000357,11536,366,membrane receptor
804457,BAO_0000219,10280,445,membrane receptor
342367,BAO_0000357,13004,503,enzyme
863095,BAO_0000357,11451,1390,enzyme
1525276,BAO_0000019,10188,360,enzyme
339094,BAO_0000219,20092,672,transporter
583694,BAO_0000219,19905,422,membrane receptor
827843,BAO_0000219,11206,488,epigenetic regulator
740481,BAO_0000357,10003,412,enzyme
762827,BAO_0000357,13001,660,enzyme
820718,BAO_0000219,12227,441,transcription factor
327703,BAO_0000357,11596,797,transporter
1276465,BAO_0000357,12952,459,enzyme
694005,BAO_0000219,87,472,membrane receptor
306744,BAO_0000219,10580,352,membrane receptor
479811,BAO_0000357,194,488,enzyme
438575,BAO_0000219,188,1255,enzyme
1523560,BAO_0000357,11063,337,enzyme
333346,BAO_0000357,12227,441,transcription factor
698908,BAO_0000357,51,422,membrane receptor
497163,BAO_0000219,11140,766,enzyme
491893,BAO_0000357,194,488,enzyme
303353,BAO_0000019,175,456,transporter
940350,BAO_0000357,11177,1044,enzyme
1455687,BAO_0000219,133,505,transcription factor
815265,BAO_0000219,19904,461,membrane receptor
748166,BAO_0000357,12209,354,enzyme
1521567,BAO_0000219,10906,635,enzyme
450223,BAO_0000357,128,520,membrane receptor
987174,BAO_0000219,13004,503,enzyme
472687,BAO_0000219,114,326,membrane receptor
743711,BAO_0000357,11663,1014,enzyme
490418,BAO_0000219,100,617,transporter
340344,BAO_0000357,174,530,transcription factor
321327,BAO_0000357,59,490,transcription factor
1440941,BAO_0000219,10599,736,enzyme
654168,BAO_0000219,19905,422,membrane receptor
835728,BAO_0000357,30018,647,enzyme
821892,BAO_0000219,20174,395,membrane receptor
334483,BAO_0000019,9,1210,enzyme
209021,BAO_0000219,10184,398,membrane receptor
490569,BAO_0000357,101026,597,enzyme
814419,BAO_0000357,11910,482,enzyme
834622,BAO_0000357,20154,863,enzyme
33610,BAO_0000219,125,466,membrane receptor
968360,BAO_0000219,227,481,membrane receptor
1506713,BAO_0000357,103982,518,transcription factor
1437553,BAO_0000219,11180,486,transcription factor
1296562,BAO_0000219,101234,359,enzyme
463076,BAO_0000219,252,412,membrane receptor
811723,BAO_0000357,15,260,enzyme
857988,BAO_0000357,10193,261,enzyme
444079,BAO_0000249,129,400,membrane receptor
717062,BAO_0000219,262,488,membrane receptor
1441586,BAO_0000357,11638,360,enzyme
520051,BAO_0000019,55,674,enzyme
702783,BAO_0000357,11534,331,enzyme
302359,BAO_0000357,11,622,enzyme
790915,BAO_0000219,259,360,membrane receptor
635273,BAO_0000219,250,407,membrane receptor
942533,BAO_0000357,104,520,enzyme
1515737,BAO_0000219,72,443,membrane receptor
612751,BAO_0000357,12252,501,enzyme
1542475,BAO_0000219,100989,395,enzyme
1336605,BAO_0000357,13061,435,enzyme
1466586,BAO_0000357,194,488,enzyme
587704,BAO_0000219,280,318,membrane receptor
1512001,BAO_0000219,12576,1070,enzyme
205723,BAO_0000219,250,407,membrane receptor
321442,BAO_0000357,25,777,transcription factor
1281384,BAO_0000357,194,488,enzyme
304841,BAO_0000357,194,488,enzyme
159912,BAO_0000357,126,604,enzyme
944082,BAO_0000357,11507,559,enzyme
1295696,BAO_0000357,25,777,transcription factor
827842,BAO_0000219,12697,482,epigenetic regulator
963135,BAO_0000219,137,380,membrane receptor
609369,BAO_0000357,194,488,enzyme
772464,BAO_0000357,11180,486,transcription factor
1435253,BAO_0000019,18071,385,membrane receptor
303042,BAO_0000219,130,400,membrane receptor
1446997,BAO_0000219,56,920,transcription factor
468926,BAO_0000219,10580,352,membrane receptor
306030,BAO_0000357,163,468,transcription factor
387229,BAO_0000357,12703,275,enzyme
1462110,BAO_0000219,101234,359,enzyme
588776,BAO_0000357,11269,447,transcription factor
1495599,BAO_0000357,10904,648,enzyme
423469,BAO_0000219,121,630,transporter
960848,BAO_0000357,12592,707,enzyme
545005,BAO_0000219,252,412,membrane receptor
440102,BAO_0000357,10131,277,enzyme
1464330,BAO_0000219,107,471,membrane receptor
849742,BAO_0000357,11617,683,enzyme
801825,BAO_0000357,10531,543,enzyme
458032,BAO_0000357,87,472,membrane receptor
317594,BAO_0000219,19905,422,membrane receptor
305226,BAO_0000357,59,490,transcription factor
842483,BAO_0000019,71,419,enzyme
302314,BAO_0000357,15,260,enzyme
555008,BAO_0000357,30003,970,enzyme
615509,BAO_0000219,100579,363,membrane receptor
327705,BAO_0000219,129,400,membrane receptor
445433,BAO_0000219,130,400,membrane receptor
428464,BAO_0000219,107,471,membrane receptor
806753,BAO_0000219,9,1210,enzyme
1466060,BAO_0000357,10266,822,enzyme
596935,BAO_0000219,100,617,transporter
831070,BAO_0000357,13001,660,enzyme
62275,BAO_0000357,130,400,membrane receptor
1362083,BAO_0000219,12795,432,enzyme
357151,BAO_0000219,72,443,membrane receptor
1463615,BAO_0000219,105440,746,epigenetic regulator
978967,BAO_0000357,10193,261,enzyme
1521566,BAO_0000357,10906,635,enzyme
1281875,BAO_0000366,176,342,membrane receptor
834232,BAO_0000357,12576,1070,enzyme
812981,BAO_0000357,12697,482,epigenetic regulator
71141,BAO_0000357,10197,420,enzyme
343862,BAO_0000357,10378,339,enzyme
448200,BAO_0000219,118,328,membrane receptor
3688,BAO_0000357,10209,479,membrane receptor
1472453,BAO_0000357,12670,993,enzyme
1278928,BAO_0000219,10473,352,membrane receptor
523502,BAO_0000357,133,505,transcription factor
519587,BAO_0000357,11016,317,enzyme
715068,BAO_0000219,278,332,membrane receptor
1473486,BAO_0000219,11239,1025,enzyme
498349,BAO_0000357,62,765,enzyme
609535,BAO_0000219,121,630,transporter
787459,BAO_0000357,20174,395,membrane receptor
523110,BAO_0000357,138,370,membrane receptor
303811,BAO_0000219,11507,559,enzyme
512775,BAO_0000219,11541,503,enzyme
761580,BAO_0000357,10584,144,enzyme
775647,BAO_0000219,36,933,transcription factor
523770,BAO_0000219,19905,422,membrane receptor
438314,BAO_0000219,259,360,membrane receptor
967169,BAO_0000357,8,1130,enzyme
827406,BAO_0000219,20092,672,transporter
1335920,BAO_0000019,11359,809,enzyme
757224,BAO_0000357,10517,493,ion channel
973993,BAO_0000019,30003,970,enzyme
353243,BAO_0000357,10752,756,enzyme
874339,BAO_0000357,10197,420,enzyme
827236,BAO_0000219,136,372,membrane receptor
1474893,BAO_0000357,11291,579,enzyme
367252,BAO_0000357,11407,424,enzyme
139125,BAO_0000219,214,479,membrane receptor
1500707,BAO_0000357,17050,651,enzyme
1510174,BAO_0000219,10417,595,ion channel
442619,BAO_0000019,10582,749,enzyme
625415,BAO_0000357,91,271,enzyme
840019,BAO_0000219,259,360,membrane receptor
820053,BAO_0000219,72,443,membrane receptor
321321,BAO_0000357,271,461,transcription factor
1337107,BAO_0000357,6,187,enzyme
690164,BAO_0000019,11727,555,enzyme
1504399,BAO_0000357,12694,1187,enzyme
613957,BAO_0000366,10532,602,enzyme
771464,BAO_0000219,11489,292,enzyme
850194,BAO_0000357,11140,766,enzyme
623483,BAO_0000357,6,187,enzyme
493240,BAO_0000219,100,617,transporter
540742,BAO_0000219,137,380,membrane receptor
884764,BAO_0000357,12261,427,enzyme
500270,BAO_0000219,19905,422,membrane receptor
358033,BAO_0000219,10809,384,membrane receptor
405015,BAO_0000357,19,595,transcription factor
864590,BAO_0000357,12252,501,enzyme
874113,BAO_0000219,12252,501,enzyme
1504397,BAO_0000357,10919,1154,enzyme
1455680,BAO_0000219,163,468,transcription factor
325112,BAO_0000357,8,1130,enzyme
759342,BAO_0000019,10197,420,enzyme
67825,BAO_0000357,174,530,transcription factor
1351465,BAO_0000219,10009,425,membrane receptor
753235,BAO_0000357,100878,371,epigenetic regulator
477686,BAO_0000219,10198,613,ion channel
409105,BAO_0000357,10140,509,enzyme
1473980,BAO_0000357,11130,501,enzyme
637716,BAO_0000357,15,260,enzyme
479463,BAO_0000357,11902,796,enzyme
1543183,BAO_0000357,11619,919,enzyme
762141,BAO_0000019,11627,567,enzyme
448653,BAO_0000357,10280,445,membrane receptor
588680,BAO_0000219,280,318,membrane receptor
852011,BAO_0000219,11177,1044,enzyme
306377,BAO_0000357,126,604,enzyme
205056,BAO_0000357,79,259,enzyme
424060,BAO_0000219,12920,550,enzyme
49305,BAO_0000357,194,488,enzyme
633815,BAO_0000219,12697,482,epigenetic regulator
1505006,BAO_0000357,15,260,enzyme
1467184,BAO_0000357,30003,970,enzyme
1296099,BAO_0000357,103091,625,enzyme
1473169,BAO_0000219,101044,960,enzyme
1495600,BAO_0000219,100126,766,enzyme
1436581,BAO_0000357,10193,261,enzyme
769841,BAO_0000219,100,617,transporter
350781,BAO_0000219,100611,502,enzyme
663784,BAO_0000219,10980,1356,enzyme
826197,BAO_0000019,71,419,enzyme
1495602,BAO_0000357,10980,1356,enzyme
50700,BAO_0000019,65,503,enzyme
855852,BAO_0000357,86,527,enzyme
456605,BAO_0000357,121,630,transporter
1504572,BAO_0000357,11307,1215,epigenetic regulator
422684,BAO_0000219,10773,360,membrane receptor
303113,BAO_0000357,124,444,membrane receptor
406039,BAO_0000357,11269,447,transcription factor
353750,BAO_0000357,11396,712,enzyme
1463977,BAO_0000219,3,875,enzyme
744955,BAO_0000357,11024,471,enzyme
371874,BAO_0000357,100666,493,enzyme
643226,BAO_0000219,165,1159,ion channel
560036,BAO_0000219,259,360,membrane receptor
649578,BAO_0000019,76,503,enzyme
796060,BAO_0000357,10627,440,membrane receptor
510549,BAO_0000357,13061,435,enzyme
1473818,BAO_0000219,10417,595,ion channel
674007,BAO_0000219,87,472,membrane receptor
438892,BAO_0000357,125,466,membrane receptor
642392,BAO_0000219,76,503,enzyme
1361875,BAO_0000219,76,503,enzyme
699304,BAO_0000219,121,630,transporter
159909,BAO_0000221,126,604,enzyme
500098,BAO_0000019,12955,714,enzyme
429171,BAO_0000219,219,590,membrane receptor
610871,BAO_0000357,13055,274,enzyme
934773,BAO_0000219,9,1210,enzyme
470258,BAO_0000219,12825,368,membrane receptor
202730,BAO_0000019,18036,664,transporter
1495597,BAO_0000357,100126,766,enzyme
699750,BAO_0000219,165,1159,ion channel
576266,BAO_0000219,11269,447,transcription factor
797299,BAO_0000357,100010,779,enzyme
1349989,BAO_0000357,10193,261,enzyme
1290697,BAO_0000219,10627,440,membrane receptor
432301,BAO_0000019,101176,847,transcription factor
860541,BAO_0000219,11177,1044,enzyme
1445901,BAO_0000219,10679,399,membrane receptor
566300,BAO_0000219,11336,445,membrane receptor
1467137,BAO_0000219,30011,857,enzyme
864171,BAO_0000357,10378,339,enzyme
302518,BAO_0000357,10627,440,membrane receptor
965913,BAO_0000357,30013,484,enzyme
443788,BAO_0000357,9,1210,enzyme
344573,BAO_0000357,11156,353,membrane receptor
1464636,BAO_0000357,11225,406,enzyme
936637,BAO_0000219,103726,328,membrane receptor
1436285,BAO_0000219,128,520,membrane receptor
2865,BAO_0000019,227,481,membrane receptor
772990,BAO_0000219,165,1159,ion channel
351034,BAO_0000357,68,514,enzyme
939842,BAO_0000357,12209,354,enzyme
1521478,BAO_0000251,11267,583,enzyme
469185,BAO_0000357,12209,354,enzyme
607913,BAO_0000357,11359,809,enzyme
1348252,BAO_0000357,10532,602,enzyme
789248,BAO_0000357,10752,756,enzyme
603776,BAO_0000357,12252,501,enzyme
702785,BAO_0000357,10378,339,enzyme
801535,BAO_0000357,10186,308,enzyme
461472,BAO_0000357,20113,460,transcription factor
684763,BAO_0000357,10980,1356,enzyme
377985,BAO_0000357,13000,469,enzyme
736727,BAO_0000357,15,260,enzyme
748961,BAO_0000357,13061,435,enzyme
885013,BAO_0000357,100,617,transporter
306162,BAO_0000219,19,595,transcription factor
452358,BAO_0000357,133,505,transcription factor
33733,BAO_0000357,125,466,membrane receptor
1437665,BAO_0000219,100974,655,transporter
429455,BAO_0000219,11536,366,membrane receptor
425253,BAO_0000219,222,1484,ion channel
982796,BAO_0000357,10193,261,enzyme
1458227,BAO_0000219,13053,387,enzyme
851405,BAO_0000357,184,750,enzyme
1475748,BAO_0000219,11678,298,enzyme
1469045,BAO_0000219,137,380,membrane receptor
625071,BAO_0000357,15,260,enzyme
835312,BAO_0000219,101049,408,enzyme
45544,BAO_0000357,10495,329,enzyme
468822,BAO_0000366,11140,766,enzyme
579100,BAO_0000357,11024,471,enzyme
455314,BAO_0000357,121,630,transporter
969405,BAO_0000219,11489,292,enzyme
454635,BAO_0000357,121,630,transporter
461473,BAO_0000357,11269,447,transcription factor
321553,BAO_0000219,138,370,membrane receptor
492423,BAO_0000357,10532,602,enzyme
624246,BAO_0000357,11362,1068,enzyme
320879,BAO_0000219,87,472,membrane receptor
308669,BAO_0000357,194,488,enzyme
961826,BAO_0000357,11082,400,enzyme
479728,BAO_0000219,121,630,transporter
423834,BAO_0000357,15,260,enzyme
457030,BAO_0000219,50,477,membrane receptor
458186,BAO_0000357,10197,420,enzyme
455483,BAO_0000357,11489,292,enzyme
302772,BAO_0000357,52,465,membrane receptor
607467,BAO_0000357,11939,1102,enzyme
819870,BAO_0000219,11451,1390,enzyme
71657,BAO_0000357,12592,707,enzyme
205501,BAO_0000357,11109,477,enzyme
811721,BAO_0000357,10193,261,enzyme
580847,BAO_0000219,56,920,transcription factor
947405,BAO_0000219,100974,655,transporter
499146,BAO_0000357,11082,400,enzyme
71260,BAO_0000357,25,777,transcription factor
972079,BAO_0000357,12627,1089,enzyme
1280676,BAO_0000219,51,422,membrane receptor
1278708,BAO_0000219,114,326,membrane receptor
1506586,BAO_0000357,126,604,enzyme
214703,BAO_0000357,112,371,membrane receptor
831838,BAO_0000219,18036,664,transporter
1463343,BAO_0000357,86,527,enzyme
457011,BAO_0000219,10142,332,membrane receptor
744205,BAO_0000219,10475,384,membrane receptor
456606,BAO_0000357,10280,445,membrane receptor
225776,BAO_0000357,12913,1124,enzyme
361713,BAO_0000357,107,471,membrane receptor
303574,BAO_0000019,10911,282,enzyme
1289377,BAO_0000219,101608,1049,membrane receptor
760020,BAO_0000219,11939,1102,enzyme
716905,BAO_0000357,12209,354,enzyme
540495,BAO_0000219,220,477,membrane receptor
604435,BAO_0000219,252,412,membrane receptor
306513,BAO_0000357,11678,298,enzyme
835647,BAO_0000219,9,1210,enzyme
1502024,BAO_0000357,10009,425,membrane receptor
1502326,BAO_0000219,20113,460,transcription factor
446277,BAO_0000366,23,638,enzyme
302737,BAO_0000357,130,400,membrane receptor
48931,BAO_0000357,10517,493,ion channel
835445,BAO_0000357,10599,736,enzyme
489280,BAO_0000357,11500,165,enzyme
1366559,BAO_0000357,10193,261,enzyme
532962,BAO_0000019,3,875,enzyme
1510385,BAO_0000219,56,920,transcription factor
454477,BAO_0000219,136,372,membrane receptor
536254,BAO_0000219,10892,1032,membrane receptor
638420,BAO_0000219,20092,672,transporter
627903,BAO_0000219,10612,556,enzyme
564829,BAO_0000219,155,620,transporter
